"ID";"NederlandseEconomie";"Perioden";"CO2_1";"N2O_2";"CH4_3";"BroeikasgasEquivalent_4";"NOx_5";"SO2_6";"NH3_7";"ZuurEquivalent_8";"CFK12Equivalent_9";"CO_10";"NMVOS_11";"PM10_12"
"591";"323705 ";"2011JJ00";"2189";"0";"0.3";"2199";"5.8";"3.1";"0.4";"0.2";"0";"7.9";"2.4";"1.3"
"592";"323705 ";"2012JJ00";"2014";"0";"0.3";"2025";"5.1";"2.9";"0.4";"0.2";"0";"6.6";"2";"1.2"
"593";"323705 ";"2013JJ00";"1854";"0";"0.3";"1864";"4.6";"2.6";"0.3";"0.2";"0";"6.1";"2";"1.3"
"594";"323705 ";"2014JJ00";"1885";"0";"0.3";"1895";"4.6";"2.7";"0.3";"0.2";"0";"6.1";"2.1";"1.3"
"595";"323705 ";"2015JJ00";"1972";"0";"0.2";"1980";"4.4";"2.6";"0.3";"0.2";"0";"6.4";"2.1";"1.3"
"596";"323705 ";"2016JJ00";"2006";"0";"0.2";"2014";"4.5";"2.6";"0.3";"0.2";"0";"6.6";"2.2";"1.2"
"597";"323705 ";"2017JJ00";"2092";"0";"0.2";"2101";"4.2";"2.4";"0.3";"0.2";"0";"6.6";"2.2";"1.2"
"598";"323705 ";"2018JJ00";"2075";"0";"0.2";"2084";"4.1";"2.4";"0.4";"0.2";"0";"6.9";"0.6";"1.2"
"599";"323705 ";"2019JJ00";"1728";"0";"0.2";"1737";"3.3";"2.5";"0.4";"0.2";"0";"6.9";"0.6";"1.2"
"600";"323700 ";"1990JJ00";"271";"0";"0";"272";"0.5";"0";"0";"0";"854.9";"1";"7.9";"0.1"
"601";"323700 ";"1991JJ00";"253";"0";"0";"253";"0.5";"0.1";"0";"0";"683.9";"1.1";"7.3";"0.1"
"602";"323700 ";"1992JJ00";"243";"0";"0";"244";"0.5";"0.1";"0";"0";"512.9";"1.3";"6.7";"0.1"
"603";"323700 ";"1993JJ00";"281";"0";"0";"282";"0.7";"0.1";"0";"0";"342";"1.5";"6.1";"0.1"
"604";"323700 ";"1994JJ00";"255";"0";"0";"256";"0.8";"0.1";"0";"0";"171";"1.6";"5.5";"0.1"
"605";"323700 ";"1995JJ00";"285";"0";"0";"286";"0.7";"0.1";"0";"0";"0";"1.5";"4.9";"0.1"
"606";"323700 ";"1996JJ00";"292";"0";"0";"293";"0.8";"0";"0";"0";"0";"1.4";"4.6";"0"
"607";"323700 ";"1997JJ00";"253";"0";"0";"254";"0.5";"0";"0";"0";"0";"1.4";"4.1";"0"
"608";"323700 ";"1998JJ00";"264";"0";"0";"265";"0.5";"0";"0";"0";"0";"1.7";"4.4";"0"
"609";"323700 ";"1999JJ00";"260";"0";"0";"261";"0.6";"0";"0";"0";"0";"1.4";"2.8";"0"
"610";"323700 ";"2000JJ00";"271";"0";"0";"272";"0.6";"0";"0";"0";"0";"1.5";"2.6";"0.1"
"611";"323700 ";"2001JJ00";"271";"0";"0";"272";"0.6";"0";"0";"0";"0";"1.5";"2.1";"0.1"
"612";"323700 ";"2002JJ00";"253";"0";"0";"254";"0.5";"0";"0";"0";"0";"1.5";"2.1";"0.1"
"613";"323700 ";"2003JJ00";"251";"0";"0";"252";"0.5";"0";"0";"0";"0";"1.5";"2.3";"0.1"
"614";"323700 ";"2004JJ00";"257";"0";"0";"258";"0.5";"0";"0";"0";"0";"1.4";"2.3";"0.1"
"615";"323700 ";"2005JJ00";"260";"0";"0";"262";"0.4";"0";"0";"0";"0";"1.4";"2.6";"0.1"
"616";"323700 ";"2006JJ00";"278";"0";"0";"280";"0.9";"0";"0";"0";"0";"1.6";"2.6";"0.1"
"617";"323700 ";"2007JJ00";"252";"0";"0";"253";"0.4";"0";"0";"0";"0";"0.9";"2.6";"0.1"
"618";"323700 ";"2008JJ00";"262";"0";"0";"263";"0.4";"0";"0";"0";"0";"1.1";"2.2";"0.1"
"619";"323700 ";"2009JJ00";"241";"0";"0";"243";"0.4";"0";"0";"0";"0";"1.3";"1.8";"0"
"620";"323700 ";"2010JJ00";"269";"0";"0";"270";"0.4";"0";"0";"0";"0";"1.4";"2";"0"
"621";"323700 ";"2011JJ00";"247";"0";"0";"249";"0.4";"0";"0";"0";"0";"1.2";"1.7";"0"
"622";"323700 ";"2012JJ00";"243";"0";"0";"245";"0.3";"0";"0";"0";"0";"1.2";"1.7";"0"
"623";"323700 ";"2013JJ00";"263";"0";"0";"264";"0.3";"0";"0";"0";"0";"1.3";"1.7";"0"
"624";"323700 ";"2014JJ00";"254";"0";"0";"256";"0.3";"0";"0";"0";"0";"1.4";"1.8";"0"
"625";"323700 ";"2015JJ00";"296";"0";"0";"298";"0.3";"0";"0";"0";"0";"1.3";"1.8";"0"
"626";"323700 ";"2016JJ00";"288";"0";"0";"290";"0.3";"0";"0";"0";"0";"1.4";"1.9";"0"
"627";"323700 ";"2017JJ00";"323";"0";"0";"325";"0.4";"0";"0";"0";"0";"1.4";"2";"0"
"628";"323700 ";"2018JJ00";"318";"0";"0";"320";"0.4";"0";"0";"0";"0";"1.3";"0.4";"0"
"629";"323700 ";"2019JJ00";"297";"0";"0";"299";"0.4";"0";"0";"0";"0";"1.3";"0.4";"0"
"630";"324600 ";"1990JJ00";"3048";"0";"0.3";"3058";"16.7";"10";"0.6";"0.7";"0";"7";"1.6";"3.2"
"631";"324600 ";"1991JJ00";"3198";"0";"0.3";"3209";"13.9";"7.1";"0.6";"0.6";"0";"9.9";"1.4";"3"
"632";"324600 ";"1992JJ00";"3169";"0";"0.3";"3180";"15.1";"7.5";"0.6";"0.6";"0";"12.7";"1.3";"2.9"
"633";"324600 ";"1993JJ00";"3047";"0";"0.3";"3058";"11.8";"5.9";"0.7";"0.5";"0";"15.5";"1.1";"2.8"
"634";"324600 ";"1994JJ00";"3021";"0";"0.4";"3033";"10.2";"5.4";"0.6";"0.4";"0";"18.2";"1";"2.6"
"635";"324600 ";"1995JJ00";"2691";"0";"0.4";"2703";"8.5";"4.8";"0.6";"0.4";"0";"20.8";"0.9";"2.5"
"636";"324600 ";"1996JJ00";"2593";"0";"0.5";"2608";"8.7";"4.3";"0.5";"0.4";"0";"18.4";"0.8";"2"
"637";"324600 ";"1997JJ00";"2630";"0";"0.5";"2646";"9.6";"3.6";"0.5";"0.3";"0";"19.1";"0.8";"1"
"638";"324600 ";"1998JJ00";"2608";"0";"0.6";"2625";"7.6";"3.1";"0.2";"0.3";"0";"20.5";"0.7";"0.7"
"639";"324600 ";"1999JJ00";"2723";"0";"0.6";"2741";"5.9";"3.1";"0.4";"0.2";"0";"21.6";"0.7";"1"
"640";"324600 ";"2000JJ00";"2695";"0";"0.6";"2712";"5.6";"2.7";"0.5";"0.2";"0.3";"20.7";"0.6";"1.3"
"641";"324600 ";"2001JJ00";"2649";"0";"0.5";"2663";"7.4";"3.2";"0.5";"0.3";"0";"20.6";"0.6";"1.6"
"642";"324600 ";"2002JJ00";"2366";"0";"0.4";"2377";"6.7";"3.3";"0.5";"0.3";"0";"16.9";"0.8";"2.1"
"643";"324600 ";"2003JJ00";"2296";"0";"0.4";"2308";"6.1";"1.2";"0.4";"0.2";"0";"5.5";"0.5";"1.2"
"644";"324600 ";"2004JJ00";"2324";"0";"0.4";"2335";"6";"2.6";"0.4";"0.2";"0";"4.4";"0.5";"1.3"
"645";"324600 ";"2005JJ00";"2291";"0";"0.4";"2302";"6.2";"2.4";"0.4";"0.2";"0";"4.5";"0.4";"1.2"
"646";"324600 ";"2006JJ00";"2253";"0";"0.4";"2264";"5.6";"3.2";"0.4";"0.2";"0";"4.2";"0.4";"1.3"
"647";"324600 ";"2007JJ00";"2347";"0";"0.4";"2358";"6";"3.1";"0.4";"0.3";"0";"3.5";"0.4";"1.3"
"648";"324600 ";"2008JJ00";"2302";"0";"0.3";"2313";"6.2";"3.1";"0.5";"0.3";"0";"3.8";"0.4";"1.3"
"649";"324600 ";"2009JJ00";"2124";"0";"0.3";"2134";"6";"2.9";"0.5";"0.3";"0";"7.1";"0.6";"1.2"
"650";"324600 ";"2010JJ00";"2099";"0";"0.3";"2109";"5.5";"3.1";"0.4";"0.2";"0";"6.7";"0.7";"1.3"
"651";"324600 ";"2011JJ00";"1942";"0";"0.3";"1951";"5.5";"3.1";"0.4";"0.2";"0";"6.6";"0.7";"1.2"
"652";"324600 ";"2012JJ00";"1772";"0";"0.3";"1780";"4.8";"2.9";"0.4";"0.2";"0";"5.3";"0.3";"1.2"
"653";"324600 ";"2013JJ00";"1591";"0";"0.2";"1599";"4.3";"2.6";"0.3";"0.2";"0";"4.8";"0.2";"1.2"
"654";"324600 ";"2014JJ00";"1631";"0";"0.3";"1639";"4.3";"2.7";"0.3";"0.2";"0";"4.8";"0.3";"1.2"
"655";"324600 ";"2015JJ00";"1676";"0";"0.2";"1682";"4.1";"2.6";"0.3";"0.2";"0";"5";"0.2";"1.2"
"656";"324600 ";"2016JJ00";"1718";"0";"0.2";"1724";"4.1";"2.6";"0.3";"0.2";"0";"5.3";"0.2";"1.2"
"657";"324600 ";"2017JJ00";"1769";"0";"0.2";"1775";"3.9";"2.4";"0.3";"0.2";"0";"5.3";"0.2";"1.2"
"658";"324600 ";"2018JJ00";"1757";"0";"0.2";"1764";"3.7";"2.4";"0.4";"0.2";"0";"5.5";"0.2";"1.2"
"659";"324600 ";"2019JJ00";"1432";"0";"0.2";"1438";"2.9";"2.5";"0.4";"0.2";"0";"5.6";"0.2";"1.2"
"660";"328105 ";"1990JJ00";"8039";"0";"0.5";"10696";"10.7";"17.1";"0.3";"0.8";"578.9";"232.5";"47.9";"12.5"
"661";"328105 ";"1991JJ00";"8076";"0";"0.5";"10291";"10.5";"15.2";"0.2";"0.7";"463.1";"216.9";"44.5";"11.4"
"662";"328105 ";"1992JJ00";"7705";"0";"0.5";"10250";"11.1";"12.3";"0.2";"0.6";"347.3";"201.3";"41.1";"10.3"
"663";"328105 ";"1993JJ00";"8082";"0";"0.5";"10853";"10.9";"11.9";"0.2";"0.6";"231.5";"185.6";"37.7";"9.2"
"664";"328105 ";"1994JJ00";"9100";"0";"0.5";"12457";"10.7";"12.5";"0.1";"0.6";"115.8";"169.8";"34.3";"8.1"
"665";"328105 ";"1995JJ00";"8277";"0";"0.5";"10529";"11.7";"12";"0";"0.6";"0";"154.2";"31.1";"7.1"
"666";"328105 ";"1996JJ00";"8296";"0";"0.5";"11065";"11.6";"10.7";"0";"0.6";"0";"138.2";"25.2";"5.5"
"667";"328105 ";"1997JJ00";"8231";"0";"0.5";"11193";"10.8";"10";"0.1";"0.6";"0";"116.4";"21.4";"4.5"
"668";"328105 ";"1998JJ00";"7702";"0";"0.5";"10838";"9.8";"8";"0.1";"0.5";"0";"120.2";"19.6";"4.9"
"669";"328105 ";"1999JJ00";"7208";"0";"0.4";"8999";"9.1";"7";"0.1";"0.4";"0";"101.7";"19.8";"4.2"
"670";"328105 ";"2000JJ00";"6929";"0";"0.4";"8589";"8.5";"7";"0";"0.4";"0";"111.2";"14.4";"3.6"
"671";"328105 ";"2001JJ00";"7134";"0";"0.4";"8723";"9.4";"6.4";"0";"0.4";"0";"107.2";"13.7";"3.3"
"672";"328105 ";"2002JJ00";"7302";"0";"0.4";"9771";"9.4";"6.5";"0";"0.4";"0";"100.4";"12.5";"3.1"
"673";"328105 ";"2003JJ00";"7639";"0";"0.4";"8176";"9.3";"6.5";"0";"0.4";"0";"111.2";"10.6";"3.1"
"674";"328105 ";"2004JJ00";"7781";"0";"0.4";"7925";"9.6";"7.4";"0";"0.4";"0";"129.3";"9.6";"3.1"
"675";"328105 ";"2005JJ00";"7771";"0";"0.4";"7893";"9.1";"7.8";"0.1";"0.4";"0";"119.9";"10";"2.7"
"676";"328105 ";"2006JJ00";"7558";"0";"0.4";"7646";"8.6";"6.9";"0.1";"0.4";"0";"129.4";"9.3";"2.6"
"677";"328105 ";"2007JJ00";"7786";"0";"0.4";"7919";"8.6";"7.4";"0";"0.4";"0";"120";"9.9";"2.8"
"678";"328105 ";"2008JJ00";"7774";"0";"0.4";"7878";"8.2";"7.1";"0";"0.4";"0";"125.1";"9.1";"2.5"
"679";"328105 ";"2009JJ00";"6605";"0";"0.4";"6674";"6.3";"4";"0";"0.3";"0";"91.1";"8.2";"2.1"
"680";"328105 ";"2010JJ00";"7431";"0";"0.4";"7519";"7.9";"6.1";"0";"0.4";"0";"99.9";"12.9";"2.3"
"681";"328105 ";"2011JJ00";"7468";"0";"0.4";"7584";"7.6";"6.4";"0";"0.4";"0";"84.8";"11.5";"2.3"
"682";"328105 ";"2012JJ00";"6953";"0";"0.4";"6991";"7.6";"4.4";"0";"0.3";"0";"80.6";"11.2";"1.9"
"683";"328105 ";"2013JJ00";"7104";"0";"0.4";"7135";"7.1";"3.4";"0";"0.3";"0";"72.4";"9.9";"1.8"
"684";"328105 ";"2014JJ00";"6649";"0";"0.4";"6669";"6.8";"3.8";"0";"0.3";"0";"72.7";"9.3";"1.7"
"685";"328105 ";"2015JJ00";"7237";"0";"0.4";"7264";"7.3";"3.7";"0";"0.3";"0";"76.2";"9.4";"1.8"
"686";"328105 ";"2016JJ00";"7108";"0";"0.4";"7143";"7.3";"3.6";"0";"0.3";"0";"73.6";"7.9";"1.8"
"687";"328105 ";"2017JJ00";"7805";"0";"0.4";"7840";"7.2";"3.9";"0";"0.3";"0";"67.7";"9.1";"1.7"
"688";"328105 ";"2018JJ00";"7755";"0";"0.4";"7799";"7.2";"3.9";"0";"0.3";"0";"71.7";"9.1";"1.7"
"689";"328105 ";"2019JJ00";"7122";"0";"0.4";"7166";"7.5";"4";"0";"0.3";"0";"71.4";"9.1";"1.8"
"690";"328100 ";"1990JJ00";"7585";"0";"0.4";"10241";"8.1";"14.6";"0.1";"0.6";"37.3";"225.8";"5.4";"10.5"
"691";"328100 ";"1991JJ00";"7631";"0";"0.4";"9844";"8.7";"14.1";"0.1";"0.6";"29.8";"210.6";"5.1";"9.7"
"692";"328100 ";"1992JJ00";"7268";"0";"0.4";"9811";"9.1";"11.8";"0.1";"0.6";"22.4";"195.3";"4.8";"8.8"
"693";"328100 ";"1993JJ00";"7605";"0";"0.4";"10375";"9.1";"11.7";"0.1";"0.6";"14.9";"180";"4.5";"8"
"694";"328100 ";"1994JJ00";"8647";"0";"0.4";"12003";"9.1";"12.4";"0.1";"0.6";"7.5";"164.7";"4.2";"7.1"
"695";"328100 ";"1995JJ00";"7788";"0";"0.4";"10038";"10.1";"11.9";"0";"0.6";"0";"149.4";"3.9";"6.4"
"696";"328100 ";"1996JJ00";"7821";"0";"0.4";"10588";"9.9";"10.7";"0";"0.6";"0";"134.4";"3.3";"5.4"
"697";"328100 ";"1997JJ00";"7759";"0";"0.4";"10719";"9.2";"10";"0.1";"0.5";"0";"112.3";"3.2";"4.4"
"698";"328100 ";"1998JJ00";"7207";"0";"0.4";"10342";"8.1";"7.9";"0.1";"0.4";"0";"116.9";"3.8";"4.5"
"699";"328100 ";"1999JJ00";"6656";"0";"0.4";"8445";"7.4";"7";"0.1";"0.4";"0";"98.3";"2.8";"3.6"
"700";"328100 ";"2000JJ00";"6401";"0";"0.4";"8059";"6.8";"7";"0";"0.4";"0";"107.1";"2.4";"2.9"
"701";"328100 ";"2001JJ00";"6594";"0";"0.4";"8180";"7.8";"6.4";"0";"0.4";"0";"103.3";"1.9";"2.6"
"702";"328100 ";"2002JJ00";"6745";"0";"0.4";"9211";"7.6";"6.5";"0";"0.4";"0";"96.4";"2.1";"2.5"
"703";"328100 ";"2003JJ00";"7128";"0";"0.4";"7663";"7.8";"6.5";"0";"0.4";"0";"107.3";"1.8";"2.5"
"704";"328100 ";"2004JJ00";"7293";"0";"0.4";"7434";"8.2";"7.3";"0";"0.4";"0";"125.7";"1.3";"2.5"
"705";"328100 ";"2005JJ00";"7280";"0";"0.4";"7400";"7.7";"7.8";"0.1";"0.4";"0";"116";"1.6";"2.2"
"706";"328100 ";"2006JJ00";"7094";"0";"0.3";"7180";"7.3";"6.9";"0.1";"0.4";"0";"125.4";"1.6";"2.1"
"707";"328100 ";"2007JJ00";"7358";"0";"0.4";"7489";"7.3";"7.3";"0";"0.4";"0";"117.7";"1.7";"2.2"
"708";"328100 ";"2008JJ00";"7359";"0";"0.3";"7460";"7";"7.1";"0";"0.4";"0";"122.3";"1.7";"2"
"709";"328100 ";"2009JJ00";"6148";"0";"0.3";"6213";"5.1";"4";"0";"0.2";"0";"87.9";"1.5";"1.7"
"710";"328100 ";"2010JJ00";"6947";"0";"0.3";"7031";"6.7";"6.1";"0";"0.3";"0";"96.2";"1.7";"1.8"
"711";"328100 ";"2011JJ00";"7042";"0";"0.3";"7155";"6.5";"6.4";"0";"0.3";"0";"81.2";"1.8";"1.8"
"712";"328100 ";"2012JJ00";"6478";"0";"0.3";"6512";"6.6";"4.4";"0";"0.3";"0";"76.4";"1.7";"1.5"
"713";"328100 ";"2013JJ00";"6652";"0";"0.3";"6679";"6.2";"3.4";"0";"0.2";"0";"68";"1.4";"1.3"
"714";"328100 ";"2014JJ00";"6236";"0";"0.3";"6253";"5.9";"3.8";"0";"0.2";"0";"68.5";"1.5";"1.3"
"715";"328100 ";"2015JJ00";"6810";"0";"0.3";"6834";"6.5";"3.7";"0";"0.3";"0";"72";"1.6";"1.3"
"716";"328100 ";"2016JJ00";"6633";"0";"0.3";"6664";"6.5";"3.6";"0";"0.3";"0";"69.3";"1.7";"1.3"
"717";"328100 ";"2017JJ00";"7278";"0";"0.3";"7308";"6.4";"3.9";"0";"0.3";"0";"63.4";"1.8";"1.3"
"718";"328100 ";"2018JJ00";"7273";"0";"0.3";"7313";"6.3";"3.9";"0";"0.3";"0";"67.5";"1.7";"1.2"
"719";"328100 ";"2019JJ00";"6601";"0";"0.3";"6641";"6.6";"4";"0";"0.3";"0";"67.2";"1.7";"1.3"
"720";"330300 ";"1990JJ00";"453";"0";"0.1";"455";"2.6";"2.5";"0.2";"0.1";"541.6";"6.6";"42.5";"2"
"721";"330300 ";"1991JJ00";"445";"0";"0.1";"447";"1.8";"1.1";"0.2";"0.1";"433.2";"6.4";"39.4";"1.7"
"722";"330300 ";"1992JJ00";"437";"0";"0.1";"439";"2";"0.5";"0.1";"0.1";"324.9";"6";"36.3";"1.5"
"723";"330300 ";"1993JJ00";"477";"0";"0";"478";"1.9";"0.2";"0.1";"0.1";"216.6";"5.6";"33.2";"1.2"
"724";"330300 ";"1994JJ00";"452";"0";"0";"454";"1.6";"0.1";"0";"0";"108.3";"5.1";"30.1";"1"
"725";"330300 ";"1995JJ00";"489";"0";"0.1";"491";"1.7";"0.1";"0";"0";"0";"4.8";"27.2";"0.7"
"726";"330300 ";"1996JJ00";"475";"0";"0";"477";"1.7";"0.1";"0";"0";"0";"3.8";"21.9";"0.1"
"727";"330300 ";"1997JJ00";"472";"0";"0";"474";"1.6";"0";"0";"0";"0";"4.1";"18.2";"0.1"
"728";"330300 ";"1998JJ00";"494";"0";"0";"496";"1.7";"0";"0";"0";"0";"3.3";"15.7";"0.4"
"729";"330300 ";"1999JJ00";"552";"0";"0.1";"554";"1.7";"0";"0";"0";"0";"3.4";"17";"0.5"
"730";"330300 ";"2000JJ00";"528";"0";"0.1";"530";"1.6";"0";"0";"0";"0";"4.1";"12";"0.7"
"731";"330300 ";"2001JJ00";"540";"0";"0.1";"542";"1.6";"0";"0";"0";"0";"4";"11.8";"0.7"
"732";"330300 ";"2002JJ00";"557";"0";"0.1";"559";"1.8";"0";"0";"0";"0";"4";"10.4";"0.6"
"733";"330300 ";"2003JJ00";"511";"0";"0.1";"513";"1.5";"0";"0";"0";"0";"3.9";"8.8";"0.6"
"734";"330300 ";"2004JJ00";"488";"0";"0.1";"491";"1.4";"0";"0";"0";"0";"3.5";"8.3";"0.6"
"735";"330300 ";"2005JJ00";"491";"0";"0.1";"493";"1.4";"0";"0";"0";"0";"3.9";"8.4";"0.6"
"736";"330300 ";"2006JJ00";"464";"0";"0.1";"466";"1.3";"0";"0";"0";"0";"4";"7.7";"0.5"
"737";"330300 ";"2007JJ00";"428";"0";"0";"430";"1.3";"0";"0";"0";"0";"2.3";"8.1";"0.5"
"738";"330300 ";"2008JJ00";"414";"0";"0.1";"418";"1.2";"0";"0";"0";"0";"2.8";"7.4";"0.5"
"739";"330300 ";"2009JJ00";"457";"0";"0.1";"461";"1.2";"0";"0";"0";"0";"3.3";"6.7";"0.4"
"740";"330300 ";"2010JJ00";"484";"0";"0.1";"488";"1.1";"0";"0";"0";"0";"3.8";"11.2";"0.5"
"741";"330300 ";"2011JJ00";"426";"0";"0.1";"429";"1.1";"0";"0";"0";"0";"3.6";"9.7";"0.5"
"742";"330300 ";"2012JJ00";"475";"0";"0.1";"479";"1";"0";"0";"0";"0";"4.2";"9.5";"0.5"
"743";"330300 ";"2013JJ00";"452";"0";"0.1";"455";"1";"0";"0";"0";"0";"4.4";"8.5";"0.4"
"744";"330300 ";"2014JJ00";"412";"0";"0.1";"416";"0.9";"0";"0";"0";"0";"4.2";"7.8";"0.5"
"745";"330300 ";"2015JJ00";"427";"0";"0.1";"431";"0.8";"0";"0";"0";"0";"4.1";"7.8";"0.5"
"746";"330300 ";"2016JJ00";"475";"0";"0.1";"479";"0.8";"0";"0";"0";"0";"4.3";"6.2";"0.5"
"747";"330300 ";"2017JJ00";"527";"0";"0.1";"532";"0.9";"0";"0";"0";"0";"4.4";"7.3";"0.5"
"748";"330300 ";"2018JJ00";"481";"0";"0.1";"486";"0.9";"0";"0";"0";"0";"4.2";"7.4";"0.5"
"749";"330300 ";"2019JJ00";"520";"0";"0.1";"525";"0.9";"0";"0";"0";"0";"4.2";"7.4";"0.5"
"750";"332910 ";"1990JJ00";"404";"0";"0";"430";"2";"0.4";"0";"0.1";"40.7";"0.9";"1.3";"0.1"
"751";"332910 ";"1991JJ00";"387";"0";"0";"409";"0.9";"0.4";"0";"0";"33.2";"0.9";"1.2";"0.1"
"752";"332910 ";"1992JJ00";"371";"0";"0";"397";"1.9";"0.3";"0";"0.1";"25.8";"0.9";"1.1";"0.1"
"753";"332910 ";"1993JJ00";"410";"0";"0";"438";"1.1";"0.2";"0";"0";"18.3";"0.8";"1";"0.1"
"754";"332910 ";"1994JJ00";"382";"0";"0";"415";"0.9";"0";"0";"0";"10.9";"0.8";"0.9";"0.1"
"755";"332910 ";"1995JJ00";"418";"0";"0";"469";"0.6";"0.2";"0";"0";"3.5";"0.7";"1";"0.1"
"756";"332910 ";"1996JJ00";"382";"0";"0";"445";"0.5";"0.8";"0";"0";"2.6";"0.8";"0.8";"0.1"
"757";"332910 ";"1997JJ00";"364";"0";"0";"430";"0.9";"2";"0";"0.1";"1.7";"0.6";"0.7";"0"
"758";"332910 ";"1998JJ00";"366";"0";"0";"436";"0.6";"2.7";"0";"0.1";"0.9";"0.9";"0.5";"0"
"759";"332910 ";"1999JJ00";"351";"0";"0";"391";"0.4";"2.2";"0";"0.1";"0";"1.3";"0.1";"0"
"760";"332910 ";"2000JJ00";"365";"0";"0";"627";"0.4";"0";"0";"0";"0";"1.6";"0.7";"0"
"761";"332910 ";"2001JJ00";"343";"0";"0";"567";"0.5";"0.2";"0";"0";"0";"2.6";"0.6";"0"
"762";"332910 ";"2002JJ00";"322";"0";"0";"487";"0.4";"0";"0";"0";"0";"1.5";"0.4";"0"
"763";"332910 ";"2003JJ00";"308";"0";"0";"556";"0.3";"0";"0";"0";"0";"1.5";"0.3";"0"
"764";"332910 ";"2004JJ00";"334";"0";"0";"582";"0.4";"0.2";"0";"0";"0";"2.4";"0.3";"0"
"765";"332910 ";"2005JJ00";"332";"0";"0";"587";"0.4";"0.2";"0";"0";"0";"2.6";"0.3";"0"
"766";"332910 ";"2006JJ00";"311";"0";"0";"581";"0.3";"0.2";"0";"0";"0";"2.3";"0.3";"0"
"767";"332910 ";"2007JJ00";"284";"0";"0";"590";"0.3";"0.2";"0";"0";"0";"1.5";"0.3";"0"
"768";"332910 ";"2008JJ00";"274";"0";"0";"517";"0.3";"0.2";"0";"0";"0";"1.8";"0.2";"0.1"
"769";"332910 ";"2009JJ00";"340";"0";"0.1";"511";"0.4";"0.2";"0";"0";"0";"2";"0.3";"0.1"
"770";"332910 ";"2010JJ00";"343";"0";"0.1";"550";"0.4";"0.2";"0";"0";"0";"1.6";"0.2";"0.1"
"771";"332910 ";"2011JJ00";"253";"0";"0";"395";"0.6";"0.3";"0";"0";"0";"1.9";"0.2";"0.1"
"772";"332910 ";"2012JJ00";"245";"0";"0";"404";"0.5";"0.3";"0";"0";"0";"0.6";"0.2";"0"
"773";"332910 ";"2013JJ00";"228";"0";"0";"345";"0.5";"0.4";"0";"0";"0";"0.6";"0.2";"0"
"774";"332910 ";"2014JJ00";"195";"0";"0";"287";"0.4";"0.4";"0";"0";"0";"0.7";"0.2";"0"
"775";"332910 ";"2015JJ00";"212";"0";"0";"300";"0.4";"0.4";"0";"0";"0";"0.6";"0.2";"0"
"776";"332910 ";"2016JJ00";"210";"0";"0";"305";"0.4";"0.4";"0";"0";"0";"0.6";"0.1";"0"
"777";"332910 ";"2017JJ00";"223";"0";"0";"268";"0.3";"0.4";"0";"0";"0";"0.6";"0.1";"0"
"778";"332910 ";"2018JJ00";"142";"0";"0";"188";"0.3";"0.3";"0";"0";"0";"0.6";"0.1";"0"
"779";"332910 ";"2019JJ00";"235";"0";"0.1";"282";"0.3";"0.3";"0";"0";"0";"0.6";"0.1";"0"
"780";"332900 ";"1990JJ00";"32";"0";"0";"57";"1.7";"0.2";"0";"0";"31.6";"0.5";"0.6";"0"
"781";"332900 ";"1991JJ00";"46";"0";"0";"67";"0.7";"0.2";"0";"0";"26";"0.4";"0.6";"0"
"782";"332900 ";"1992JJ00";"47";"0";"0";"71";"1.6";"0.2";"0";"0";"20.3";"0.3";"0.5";"0"
"783";"332900 ";"1993JJ00";"28";"0";"0";"55";"0.8";"0.1";"0";"0";"14.7";"0.3";"0.5";"0"
"784";"332900 ";"1994JJ00";"39";"0";"0";"71";"0.6";"0";"0";"0";"9.1";"0.2";"0.4";"0"
"785";"332900 ";"1995JJ00";"26";"0";"0";"75";"0.3";"0.1";"0";"0";"3.5";"0.1";"0.4";"0"
"786";"332900 ";"1996JJ00";"22";"0";"0";"83";"0.2";"0.3";"0";"0";"2.6";"0.1";"0.3";"0"
"787";"332900 ";"1997JJ00";"21";"0";"0";"86";"0.6";"0.8";"0";"0";"1.7";"0.1";"0.3";"0"
"788";"332900 ";"1998JJ00";"18";"0";"0";"88";"0.3";"1.1";"0";"0";"0.9";"0.1";"0.2";"0"
"789";"332900 ";"1999JJ00";"16";"0";"0";"56";"0.2";"0.9";"0";"0";"0";"0.3";"0";"0"
"790";"332900 ";"2000JJ00";"18";"0";"0";"279";"0.2";"0";"0";"0";"0";"0.1";"0.2";"0"
"791";"332900 ";"2001JJ00";"22";"0";"0";"244";"0.2";"0";"0";"0";"0";"0.4";"0.2";"0"
"792";"332900 ";"2002JJ00";"23";"0";"0";"186";"0.2";"0";"0";"0";"0";"0.1";"0.2";"0"
"793";"332900 ";"2003JJ00";"22";"0";"0";"269";"0.2";"0";"0";"0";"0";"0.1";"0.1";"0"
"794";"332900 ";"2004JJ00";"22";"0";"0";"269";"0.1";"0";"0";"0";"0";"0.3";"0.1";"0"
"795";"332900 ";"2005JJ00";"22";"0";"0";"276";"0.1";"0";"0";"0";"0";"0.4";"0.1";"0"
"796";"332900 ";"2006JJ00";"22";"0";"0";"292";"0.1";"0";"0";"0";"0";"0.4";"0.1";"0"
"797";"332900 ";"2007JJ00";"24";"0";"0";"330";"0.1";"0";"0";"0";"0";"0.3";"0.1";"0"
"798";"332900 ";"2008JJ00";"27";"0";"0";"268";"0.1";"0.1";"0";"0";"0";"0.4";"0.1";"0"
